University_Name,IA ID,University_Type,IA_City,Former_Name,Name _Change _Date,Address,Establishment,Website_Link,Recognizing_Body,Date_of_Extration,UGC_Source_Link
Babasaheb Bhimrao Ambedkar University,Not Found,(Central University),Lucknow,NA,NA,Vidya Vihar Raebareilly Road Lucknow-226 025 Uttar Pradesh.,1996,https://www.bbau.ac.in/,University Grants Commission (UGC),12/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Babu Banarasi Das University,315340,(Private University),Lucknow,NA,NA,55 Babu Banarasi Das Nagar Lucknow Uttar Pradesh.,12.10.2010,https://bbdu.ac.in/,University Grants Commission (UGC),12/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Baddi University of Emerging Sciences & Technology,Not Found,(Private University),Baddi,NA,NA,Makhnumajra BADDI District – Solan,15.10.2009,https://www.baddiuniv.ac.in/,University Grants Commission (UGC),12/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Bahra University,Not Found,(Private University),Waknaghat,NA,NA,VPO – Waknaghat Tehsil – Kandaghat Distt.- Solan - 173215 Himachal Pradesh,21.01.2011,https://bahrauniversity.edu.in/,University Grants Commission (UGC),12/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Banaras Hindu University,305610,(Central University),Varanasi,NA,NA,Varanasi-221 005 Uttar Pradesh.,1916,https://www.bhu.ac.in/Site/Home/1_2_16_Main-Site,University Grants Commission (UGC),12/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Banasthali Vidyapith,325407,(Deemed University),Banasthali,NA,NA,PO Banasthali Vidyapith-304 022 Dt. Tonk Rajasthan.,25.10.1983,http://www.banasthali.org/banasthali/wcms/en/home/,University Grants Commission (UGC),12/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Banda University of Agriculture & Technology,Not Found,(State University),Banda,NA,NA,Banda – 210001 Uttar Pradesh.,02.03.2010,https://buat.edu.in/,University Grants Commission (UGC),15/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Bangalore University,305076,(State University),Bengaluru,NA,NA,Jnanabharathi Bangalore-560 056 Karnataka. .,1964,https://bangaloreuniversity.ac.in/,University Grants Commission (UGC),15/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Bankura University,Not Found,(State University),Bankura,NA,NA,Puabagan Camp Office PO Bhagabandh Dist. Bankura-722146 West Bengal.,2014,https://www.bankurauniv.ac.in/,University Grants Commission (UGC),15/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Bareilly International University,307151,(Private University),Bareilly,NA,NA,Rohilkhand Medical College Campus Pilibhit Bypass Road Bareilly – 243006 Uttar Pradesh.,16.09.2016,https://www.biu.edu.in/,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Barkatullah University,305198,(State University),Bhopal,NA,NA,Hoshangabad Road Bhopal-462 026 Madhya Pradesh. .,1970,http://www.bubhopal.ac.in/,University Grants Commission (UGC),14/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Bengaluru City University (Formerly Bengaluru Central University),365890,(State University),Bengaluru,Bengaluru Central University,NA,Central College Campus Dr. Ambedkar Veedhi Bengaluru – 560 001 Karnataka.,29.06.2017,https://www.bcu.ac.in/#contact,University Grants Commission (UGC),15/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Bengaluru Dr. B.R. Ambedkar School of Economics University,Not Found,(State University),Bengaluru,NA,NA,Rajaji Hall Central College Campus Bangalore University Bengaluru – 560 001 Karnataka .,30.10.2019,https://base.ac.in/,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Bengaluru North University,386226,(State University),Bengaluru,NA,NA,Devaraj Urs Extension Tamaka Kolar – 563103 Karnataka.,29.06.2017,https://bnu.karnataka.gov.in/english,University Grants Commission (UGC),15/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Bennett University,325289,(Private University),Noida,NA,NA,Plot No. 8-11 Tech Zone II Greater Noida – 201301 Uttar Pradesh.,16.09.2016,https://www.bennett.edu.in/,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Berhampur University,305253,(State University),Brahmapur,NA,NA,Bhanja Bihar Berhampur-760 007 Dt. Ganjam Odisha. .,1967,https://www.buodisha.edu.in/,University Grants Commission (UGC),15/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Bhabha University,Not Found,(Private University),Bhopal,NA,NA,NH-12 Hoshangabad Road Jatkhedi Bhopal – 462026 Madhya Pradesh.,11.01.2018,https://www.bhabhauniversity.edu.in/,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Bhagat Phool Singh Mahila Vishwavidyalaya,374690,(State University),Sonipat,NA,NA,Khanpur Kalan Sonipat 131305 Haryana.,2006,http://bpsmv.ac.in/,University Grants Commission (UGC),15/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Bhagwan Mahavir University,Not Found,(Private University),Surat,NA,NA,VIP Road Vesu Surat- 395007 Gujarat,25.09.2019,https://bmusurat.ac.in/,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Bhagwant Global University,Not Found,(Private University),Kotdwar,NA,NA,Village & Post – Uttari Jhandi Chaur Tehsil – Kotdwar Dist. – Pauri Garhwal Uttarakhand – 246149.,19.12.2016,http://www.bgukotdwar.ac.in/,University Grants Commission (UGC),12/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Bhagwant University,309844,(Private University),Ajmer,NA,NA,Post Box No. 87 Sikar Road Ajmer – 305 004 Rajasthan,16.04.2008,http://bhagwantuniversity.ac.in/,University Grants Commission (UGC),12/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Bhaikaka University,388438,(Private University),Anand,NA,NA,Gokal Nagar Karamsad- 388325 Gujarat,25.09.2019,https://www.bhaikakauniv.edu.in/,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Bhakta Kavi Narsinh Mehta University,Not Found,(State University),Junagadh,NA,NA,C/o Government Polytechnic College Bilkha Road Khadiya Junagadh – 362640 Gujarat.,28.09.2015,http://www.bknmu.edu.in/,University Grants Commission (UGC),15/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Bharath Institute of Higher Education & Research,305290,(Deemed University),Chennai,NA,NA,173 Agharam Road Selaiyur Chennai-600073 Tamil Nadu.,04.07.2002,https://www.bharathuniv.ac.in/,University Grants Commission (UGC),12/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Bharathiar University,305291,(State University),Coimbatore,NA,NA,Maruthamalai Main Road Coimbatore-641 046 Tamil Nadu. .,1982,https://b-u.ac.in/,University Grants Commission (UGC),15/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Bharathidasan University,300244,(State University),Tiruchirappalli,NA,NA,Palkalaiperur Tiruchirappalli-620 024 Tamil Nadu. .,1982,https://www.bdu.ac.in/,University Grants Commission (UGC),15/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Bharati Vidyapeeth,305223,(Deemed University),Pune,NA,NA,Lal Bahadur Shastri Marg Pune-411 030 Maharashtra.,26.04.1996,https://www.bvuniversity.edu.in/,University Grants Commission (UGC),12/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Bharatiya Engineering Science and Technology Innovation University,Not Found,(Private University),Anantapur,NA,NA,Gownivaripalli Gorantla Mandal Anantapur Andhra Pradesh,17.02.2019,https://bestiu.edu.in/,University Grants Commission (UGC),12/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Bharti Vishwavidyalaya,Not Found,(Private University),Durg,NA,NA,Chandkhuri Durg Chhattisgarh – 491001,27.08.2021,https://bhartiuniversity.org/,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Bhartiya Skill Development University,Not Found,(Private University),Jaipur,NA,NA,Plot No. SI/INST/001 Social Infrastructure Zone Mahindra World City Off Ajmer Road Jaipur – 302037 Rajasthan.,30.03.2017,https://ruj-bsdu.in/,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Bhatkhande Music Institute,Not Found,(Deemed University),Lucknow,NA,NA,Kaiserbag Lucknow-226 001,24.10.2000,http://bhatkhandemusic.edu.in/,University Grants Commission (UGC),12/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Bhattadev University,Not Found,(State University),Pathsala,NA,NA,Bajali Pathsala- 781325 Barpeta Assam,25.10.2017,https://www.bhattadevuniversity.ac.in/web,University Grants Commission (UGC),15/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Bhupal Nobles University,Not Found,(Private University),Udaipur,NA,NA,Maharana Pratap Station Road Sevashram Circle Udaipur – 313001 Rajasthan.,05.10.2015,https://www.bnuniversity.ac.in/index.html,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Bhupendra Narayan Mandal University,304960,(State University),Madhepura,NA,NA,Laloo Nagar Madhepura –852 113 Bihar.,1993,https://bnmu.ac.in/,University Grants Commission (UGC),15/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Bidhan Chandra Krishi Vishwavidyalaya,Not Found,(State University),Nadia,NA,NA,PO Krishi Vishwavidyalaya Mohanpur District Nadia-741 252 West Bengal. .,1974,https://www.bckv.edu.in/index.php/en/,University Grants Commission (UGC),15/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Bihar Agricultural University,Not Found,(State University),Bhagalpur,NA,NA,Sabour Bhagalpur – 813210 Bihar.,2010,https://bausabour.ac.in/,University Grants Commission (UGC),15/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Bihar Animal Sciences University,Not Found,(State University),Patna,NA,NA,Bihar Veterinary College Campus Patna- 800014,29.08.2016,https://basu.org.in/,University Grants Commission (UGC),15/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Biju Patnaik University of Technology,326456,(State University),Rourkela,NA,NA,UGIE Campus Jail Road Rourkela – 769004 Odisha.,2003,https://www.bput.ac.in/,University Grants Commission (UGC),15/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Bikaner Technical University,Not Found,(State University),Bikaner,NA,NA,University College of Engineering & Technology Bikaner Campus Karni Industrial Area Pugal Road Bikaner- 334004 (State Unviersity),18.05.2017,https://btu.ac.in/home/,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Binod Bihar Mahto Koylanchal University,363550,(State University),Dhanbad,NA,NA,Dhanbad Jharkhand.,23.03.2017,https://bbmku.ac.in/,University Grants Commission (UGC),15/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Bir Tikendrajit University,Not Found,(Private University),Manipur,NA,NA,South View Canchipur Imphal West Manipur- 795003,26.03.2020,https://www.birtikendrajituniversity.ac.in/,University Grants Commission (UGC),12/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Birangana Sati Sadhani Rajyik Vishwavidyalaya,Not Found,(State University),Golaghat,NA,NA,Golaghat – 785621 Assam,19.10.2020,http://www.bssrv.ac.in/,University Grants Commission (UGC),15/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Birla Global University,Not Found,(Private University),Bhubaneswar,NA,NA,IDCO Plot No. 2 Institutional Area Village – Gothapatna PS – Chandaka Bhubaneswar – 751029 Odisha.,17.02.2016,https://www.bgu.ac.in/,University Grants Commission (UGC),12/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Birla Institute of Technology,305579,(Deemed University),Pilani,NA,NA,Mesra Ranchi-835 215 Jharkhand.,28.08.1986,https://www.bits-pilani.ac.in/,University Grants Commission (UGC),12/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Birla Institute of Technology & Science,327657,(Deemed University),Ranchi,NA,NA,Vidya Vihar Pilani-333 031 Rajasthan.,27.06.1964,https://www.bitmesra.ac.in/,University Grants Commission (UGC),12/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Birsa Agricultural University,Not Found,(State University),Ranchi,NA,NA,Kanke Ranchi-834 006 Jharkhand.,1980,https://www.bauranchi.org/,University Grants Commission (UGC),15/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Birsa Munda Tribal University,Not Found,(State University),"Rajpipla, Narmada district",NA,NA,Vocational Training Centre (VTC) Near R.T.O Office VAvdi Road Vavdi- Rajpipla Dist- Narmada Gujarat 393145,25.07.2018,http://bmtu.ac.in/,University Grants Commission (UGC),15/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Biswa Bangla Biswabidyalay,Not Found,(State University),Bolpur,NA,NA,Bolpur Birbhum West Bengal – 731 235,10.12.2020,https://www.biswabanglabiswabidyalay.org/,University Grants Commission (UGC),15/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
BML Munjal University,Not Found,(Private University),Gurugram,NA,NA,67th KM Stone NH-8 Sidhrawali Dist. Gurgaon – 123 413 Haryana.,02.05.2014,https://www.bmu.edu.in/,University Grants Commission (UGC),12/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Bodoland University,Not Found,(State University),Kokrajhar,NA,NA,Debragaon PO Rangalikhata Kokrajhar – 783 370 BTC Assam.,2009,http://buniv.edu.in/,University Grants Commission (UGC),15/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Brainware University,Not Found,(Private University),Kolkata,NA,NA,398 Ramkrishnapur Road Barasat Kolkata – 700 125 North 24 Pgs. West Bengal.,24.02.2016,https://www.brainwareuniversity.ac.in/,University Grants Commission (UGC),12/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Bundelkhand University,305611,(State University),Jhansi,NA,NA,Kanpur Road Jhansi-284 128 Uttar Pradesh.,1975,https://www.bujhansi.ac.in/,University Grants Commission (UGC),15/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
C.T. University,Not Found,(Private University),Ludhiana,NA,NA,Ferozepur Road Ludhiana-142024 Punjab.,23.12.2016,https://ctuniversity.in/,University Grants Commission (UGC),19/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
C.U. Shah University,Not Found,(Private University),Surendranagar,NA,NA,Surendranagar-Ahmedabad State Highway Near Kothariya Village Wadhwan City – 363030 Dt. Surendranagar Gujarat.,22.04.2013,https://www.cushahuniversity.ac.in/,University Grants Commission (UGC),12/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
C.V. Raman Global University,Not Found,(Private University),Bhubaneswar,NA,NA,Bidyanagar Mahura Janla Bhubaneswar- 752054 Odisha,29.02.2020,https://cgu-odisha.ac.in/,University Grants Commission (UGC),12/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Capital University,358743,(Private University),Koderma,NA,NA,Ranchi-Patna Main Road District- Koderma Jharkhand - 825410,11.10.2018,https://www.capitaluniversity.edu.in/,University Grants Commission (UGC),12/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Career Point University,Not Found,(Private University),Hamirpur,NA,NA,Bhoranj (Tikker-Kharwarian) Hamirpur – 176 041 Himachal Pradesh.,03.05.2012,http://cpuh.in/,University Grants Commission (UGC),12/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Career Point University,Not Found,(Private University),Kota,NA,NA,Kota Rajasthan.,02.05.2012,http://cpur.in/,University Grants Commission (UGC),12/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Central Agricultural University,Not Found,(Central University),Imphal,NA,NA,PB No. 23 Iroisemba PO Lamphelpat Imphal-795 004 Manipur.,1993,https://cau.ac.in/,University Grants Commission (UGC),12/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Central Institute of Buddhist Studies,Not Found,(Deemed University),Leh,NA,NA,Choglamsar Leh (Ladakh) Jammu & Kashmir.,15.01.2016,http://cibs.ac.in/,University Grants Commission (UGC),12/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Central Institute of Fisheries Education,Not Found,(Deemed University),Mumbai,NA,NA,Panch Marg Off Yari Road Versova Andheri (West) Mumbai-400 061.,27.03.1989,https://www.cife.edu.in/,University Grants Commission (UGC),12/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Central Institute of Higher Tibetan Studies,Not Found,(Deemed University),Varanasi,NA,NA,Sarnath Varanasi-221 007.,05.04.1988,https://www.cihts.ac.in/webpage/index.aspx,University Grants Commission (UGC),12/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Central Institute of Technology (CIT),Not Found,(Deemed University),Kokrajhar,NA,NA,Dist: Kokrajhar Balagaon BTAD Assam,13.12.2018,https://www.cit.ac.in/,University Grants Commission (UGC),12/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
Central Tribal University of Andhra Pradesh,Not Found,(Central University),Vizianagaram,NA,NA,Kondakarakam Vizianagaram Andhra Pradesh 535008,05.08.2019,https://www.ctuap.ac.in/,University Grants Commission (UGC),12/02/23,https://www.ugc.ac.in/pdfnews/46305564-Degree-Specification.pdf
